instrument_name,funding_rate,funding_time
ACE-USDT-SWAP,0.00005,1755532800000
ACE-USDT-SWAP,0.00005,1755547200000
ACE-USDT-SWAP,0.00005,1755561600000
ACE-USDT-SWAP,0.00005,1755576000000
ACE-USDT-SWAP,0.00005,1755590400000
ACE-USDT-SWAP,0.00005,1755604800000
ACE-USDT-SWAP,0.00005,1755619200000
ACE-USDT-SWAP,0.00005,1755633600000
ACE-USDT-SWAP,0.00005,1755648000000
ACE-USDT-SWAP,0.00005,1755662400000
ACE-USDT-SWAP,0.00005,1755676800000
ACE-USDT-SWAP,0.00005,1755691200000
ACE-USDT-SWAP,0.00005,1755705600000
ACE-USDT-SWAP,0.00005,1755720000000
ACE-USDT-SWAP,0.00005,1755734400000
ACE-USDT-SWAP,0.00005,1755748800000
ACE-USDT-SWAP,0.00005,1755763200000
ACE-USDT-SWAP,0.00005,1755777600000
ACE-USDT-SWAP,0.00005,1755792000000
ACE-USDT-SWAP,0.00005,1755806400000
ACE-USDT-SWAP,0.00005,1755820800000
ACE-USDT-SWAP,0.00005,1755835200000
ACE-USDT-SWAP,0.00005,1755849600000
ACE-USDT-SWAP,0.00005,1755864000000
ACE-USDT-SWAP,0.00005,1755878400000
ACE-USDT-SWAP,0.00005,1755892800000
ACE-USDT-SWAP,0.00005,1755907200000
ACE-USDT-SWAP,0.00005,1755921600000
ACE-USDT-SWAP,0.00005,1755936000000
ACE-USDT-SWAP,0.00005,1755950400000
ACE-USDT-SWAP,0.00005,1755964800000
ACE-USDT-SWAP,0.00005,1755979200000
ACE-USDT-SWAP,0.00005,1755993600000
ACE-USDT-SWAP,0.00005,1756008000000
ACE-USDT-SWAP,0.00005,1756022400000
ACE-USDT-SWAP,0.00005,1756036800000
ACE-USDT-SWAP,0.00005,1756051200000
ACE-USDT-SWAP,0.00005,1756065600000
ACE-USDT-SWAP,0.00005,1756080000000
ACE-USDT-SWAP,0.00005,1756094400000
ACE-USDT-SWAP,0.00005,1756108800000
ACE-USDT-SWAP,0.00005,1756123200000
ACE-USDT-SWAP,0.00005,1756137600000
ACE-USDT-SWAP,0.00005,1756152000000
ACE-USDT-SWAP,0.00005,1756166400000
ACE-USDT-SWAP,0.00005,1756180800000
ACE-USDT-SWAP,0.00005,1756195200000
ACE-USDT-SWAP,0.00005,1756209600000
ACE-USDT-SWAP,0.00005,1756224000000
ACE-USDT-SWAP,0.00005,1756238400000
ACE-USDT-SWAP,0.00005,1756252800000
ACE-USDT-SWAP,0.00005,1756267200000
ACE-USDT-SWAP,0.00005,1756281600000
ACE-USDT-SWAP,0.00005,1756296000000
ACE-USDT-SWAP,0.00005,1756310400000
ACE-USDT-SWAP,0.00005,1756324800000
ACE-USDT-SWAP,0.00005,1756339200000
ACE-USDT-SWAP,0.00005,1756353600000
ACE-USDT-SWAP,0.00005,1756368000000
ACE-USDT-SWAP,0.00005,1756382400000
ACE-USDT-SWAP,0.00005,1756396800000
ACE-USDT-SWAP,0.00005,1756411200000
ACE-USDT-SWAP,0.00005,1756425600000
ACE-USDT-SWAP,0.00005,1756440000000
ACE-USDT-SWAP,0.00005,1756454400000
ACE-USDT-SWAP,0.00005,1756468800000
ACE-USDT-SWAP,0.00005,1756483200000
ACE-USDT-SWAP,0.00005,1756497600000
ACE-USDT-SWAP,0.00005,1756512000000
ACE-USDT-SWAP,0.00005,1756526400000
ACE-USDT-SWAP,0.00005,1756540800000
ACE-USDT-SWAP,0.00005,1756555200000
ACE-USDT-SWAP,0.00005,1756569600000
ACE-USDT-SWAP,0.00005,1756584000000
ACE-USDT-SWAP,0.00005,1756598400000
ACE-USDT-SWAP,0.00005,1756612800000
ACE-USDT-SWAP,0.00005,1756627200000
ACE-USDT-SWAP,0.00005,1756641600000
ACH-USDT-SWAP,-0.000029195666187,1753977600000
ACH-USDT-SWAP,0.00005,1753992000000
ACH-USDT-SWAP,0.0000120651501458,1754006400000
ACH-USDT-SWAP,-0.0000449577897574,1754020800000
ACH-USDT-SWAP,-0.0001224723045483,1754035200000
ACH-USDT-SWAP,-0.0001106427474023,1754049600000
ACH-USDT-SWAP,-0.0000135555944414,1754064000000
ACH-USDT-SWAP,0.00005,1754078400000
ACH-USDT-SWAP,-0.0001120574258473,1754092800000
ACH-USDT-SWAP,0.00005,1754107200000
ACH-USDT-SWAP,0.00005,1754121600000
ACH-USDT-SWAP,0.00005,1754136000000
ACH-USDT-SWAP,0.00005,1754150400000
